Total_Children,Total_Income,Education_Type,Family_Status,Total_Family_Members,Applicant_Age,Years_of_Working,Village,Total_Bad_Debt,Total_Good_Debt,Owned_Email
0,153000,Secondary / secondary special                     ,Civil marriage                                    ,2,52,5,Olho Marinho (São Miguel de Poiares),0,36,0
0,153000,Secondary / secondary special                     ,Civil marriage                                    ,2,52,5,Casa Nova (Poiares (Santo André)),0,5,0
0,153000,Secondary / secondary special                     ,Civil marriage                                    ,2,52,5,Boiça (São Miguel de Poiares),0,20,0
0,153000,Secondary / secondary special                     ,Civil marriage                                    ,2,52,5,Vilar (Arrifana),0,18,0
1,225000,Higher education                                  ,Married                                           ,3,52,2,Casais (Arrifana),0,43,0
1,81000,Higher education                                  ,Married                                           ,3,29,2,Póvoa (Poiares (Santo André)),0,12,1
1,81000,Higher education                                  ,Married                                           ,3,29,2,Alveite Pequeno (São Miguel de Poiares),0,9,1
1,81000,Higher education                                  ,Married                                           ,3,29,2,Pereiro de Além (Poiares (Santo André)),0,8,1
1,81000,Higher education                                  ,Married                                           ,3,29,2,Carvalho (Arrifana),0,13,1
0,112500,Higher education                                  ,Civil marriage                                    ,2,35,4,Vimieiro (Poiares (Santo André)),0,30,0
0,112500,Higher education                                  ,Civil marriage                                    ,2,35,4,Lixosa (Arrifana),0,31,0
0,112500,Higher education                                  ,Civil marriage                                    ,2,35,4,Algaça (Poiares (Santo André)),0,5,0
0,112500,Higher education                                  ,Civil marriage                                    ,2,35,4,Framilo (Poiares (Santo André)),0,8,0
0,112500,Higher education                                  ,Civil marriage                                    ,2,35,4,Abraveia (Poiares (Santo André)),0,31,0
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,55,1,Abraveia (Poiares (Santo André)),0,18,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,56,15,Venda Nova (São Miguel de Poiares),0,28,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,56,15,Vila Nova de Poiares (Poiares (Santo André)),0,12,0
1,135000,Secondary / secondary special                     ,Married                                           ,3,56,15,Segundeira (Poiares (Santo André)),0,28,0
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,37,8,Crasto (Arrifana),0,4,0
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,37,8,Terreiros de Santo António (Arrifana),0,20,0
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,37,8,Outeiro do Crasto (Arrifana),0,36,0
0,202500,Secondary / secondary special                     ,Single / not married                              ,1,37,8,Pereiro de Baixo (Poiares (Santo André)),1,29,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,11,Sobreiro (Arrifana),0,52,0
0,270000,Secondary / secondary special                     ,Married                                           ,2,47,11,Vale do Gueiro (São Miguel de Poiares),0,8,0
